nuts3;year;pop_tot
DEA2A;2021;271699
DEA2A;2022;271621
DEA2B;2014;278440
DEA2B;2015;279497
DEA2B;2016;282729
DEA2B;2017;283304
DEA2B;2018;283344
DEA2B;2019;283455
DEA2B;2020;283271
DEA2B;2021;283275
DEA2B;2022;283429
DEA2C;2014;582280
DEA2C;2015;585781
DEA2C;2016;596213
DEA2C;2017;597854
DEA2C;2018;599056
DEA2C;2019;599780
DEA2C;2020;600764
DEA2C;2021;600375
DEA2C;2022;600732
DEA2D;2014;545067
DEA2D;2015;547661
DEA2D;2016;553922
DEA2D;2017;552472
DEA2D;2018;554068
DEA2D;2019;555465
DEA2D;2020;557026
DEA2D;2021;556631
DEA2D;2022;556673
DEA3;2014;2574148
DEA3;2015;2580664
DEA3;2016;2614229
DEA3;2017;2619376
DEA3;2018;2621153
DEA3;2019;2623619
DEA3;2020;2624625
DEA3;2021;2624719
DEA3;2022;2631237
DEA31;2014;116055
DEA31;2015;116017
DEA31;2016;117143
DEA31;2017;117409
DEA31;2018;117364
DEA31;2019;117383
DEA31;2020;117565
DEA31;2021;117388
DEA31;2022;117311
DEA32;2014;257850
DEA32;2015;257651
DEA32;2016;260368
DEA32;2017;262528
DEA32;2018;260305
DEA32;2019;260654
DEA32;2020;259645
DEA32;2021;259105
DEA32;2022;260126
DEA33;2014;299708
DEA33;2015;302178
DEA33;2016;310039
DEA33;2017;311846
DEA33;2018;313559
DEA33;2019;314319
DEA33;2020;315293
DEA33;2021;316403
DEA33;2022;317713
DEA34;2014;364271
DEA34;2015;365191
DEA34;2016;369666
DEA34;2017;369226
DEA34;2018;369718
DEA34;2019;370676
DEA34;2020;371339
DEA34;2021;371898
DEA34;2022;373582
DEA35;2014;215282
DEA35;2015;215996
DEA35;2016;218401
DEA35;2017;219019
DEA35;2018;219360
DEA35;2019;219929
DEA35;2020;220586
DEA35;2021;220712
DEA35;2022;221352
DEA36;2014;613878
DEA36;2015;613092
DEA36;2016;617807
DEA36;2017;617195
DEA36;2018;616824
DEA36;2019;615261
DEA36;2020;614137
DEA36;2021;613599
DEA36;2022;612801
DEA37;2014;434481
DEA37;2015;437127
DEA37;2016;443374
DEA37;2017;444409
DEA37;2018;446565
DEA37;2019;447614
DEA37;2020;448220
DEA37;2021;448197
DEA37;2022;450176
DEA38;2014;272623
DEA38;2015;273412
DEA38;2016;277431
DEA38;2017;277744
DEA38;2018;277458
DEA38;2019;277783
DEA38;2020;277840
DEA38;2021;277417
DEA38;2022;278176
DEA4;2014;2024392
DEA4;2015;2029648
DEA4;2016;2057996
DEA4;2017;2054205
DEA4;2018;2054343
DEA4;2019;2055310
DEA4;2020;2055724
DEA4;2021;2054178
DEA4;2022;2057480
DEA41;2014;328864
DEA41;2015;329782
DEA41;2016;333090
DEA41;2017;333451
DEA41;2018;332552
DEA41;2019;333786
DEA41;2020;334195
DEA41;2021;333509
DEA41;2022;334002
DEA42;2014;352334
DEA42;2015;354463
DEA42;2016;360642
DEA42;2017;361828
DEA42;2018;363049
DEA42;2019;364083
DEA42;2020;364938
DEA42;2021;364818
DEA42;2022;366104
DEA43;2014;248988
DEA43;2015;249219
DEA43;2016;252122
DEA43;2017;251074
DEA43;2018;251539
DEA43;2019;250783
DEA43;2020;250578
DEA43;2021;250547
DEA43;2022;250635
DEA44;2014;142788
DEA44;2015;142770
DEA44;2016;144010
DEA44;2017;141855
DEA44;2018;141565
DEA44;2019;140667
DEA44;2020;140251
DEA44;2021;139729
DEA44;2022;139994
DEA45;2014;345374
DEA45;2015;345127
DEA45;2016;350750
DEA45;2017;348933
DEA45;2018;349069
DEA45;2019;348391
DEA45;2020;347514
DEA45;2021;346970
DEA45;2022;346151
DEA46;2014;309356
DEA46;2015;309216
DEA46;2016;313050
DEA46;2017;311866
DEA46;2018;311207
DEA46;2019;310710
DEA46;2020;310409
DEA46;2021;310270
DEA46;2022;311214
DEA47;2014;296688
DEA47;2015;299071
DEA47;2016;304332
DEA47;2017;305198
DEA47;2018;305362
DEA47;2019;306890
DEA47;2020;307839
DEA47;2021;308335
DEA47;2022;309380
DEA5;2014;3551553
DEA5;2015;3557772
DEA5;2016;3597297
DEA5;2017;3586313
DEA5;2018;3583590
DEA5;2019;3582497
DEA5;2020;3580568
DEA5;2021;3571053
DEA5;2022;3565239
DEA51;2014;361734
DEA51;2015;361876
DEA51;2016;364742
DEA51;2017;364920
DEA51;2018;365529
DEA51;2019;364628
DEA51;2020;365587
DEA51;2021;364454
DEA51;2022;363441
DEA52;2014;575944
DEA52;2015;580511
DEA52;2016;586181
DEA52;2017;585813
DEA52;2018;586600
DEA52;2019;587010
DEA52;2020;588250
DEA52;2021;587696
DEA52;2022;586852
DEA53;2014;185996
DEA53;2015;186716
DEA53;2016;189044
DEA53;2017;188266
DEA53;2018;187730
DEA53;2019;188814
DEA53;2020;188686
DEA53;2021;188687
DEA53;2022;188713
DEA54;2014;176048
DEA54;2015;176580
DEA54;2016;179397
DEA54;2017;179571
DEA54;2018;179185
DEA54;2019;179111
DEA54;2020;179916
DEA54;2021;178967
DEA54;2022;179238
DEA55;2014;154417
DEA55;2015;154608
DEA55;2016;155851
DEA55;2017;156774
DEA55;2018;156490
DEA55;2019;156374
DEA55;2020;156449
DEA55;2021;156940
DEA55;2022;156621
DEA56;2014;322731
DEA56;2015;322916
DEA56;2016;325954
DEA56;2017;325374
DEA56;2018;324670
DEA56;2019;324296
DEA56;2020;324106
DEA56;2021;323130
DEA56;2022;322143
DEA57;2014;261999
DEA57;2015;261561
DEA57;2016;263762
DEA57;2017;262269
DEA57;2018;261591
DEA57;2019;260475
DEA57;2020;259777
DEA57;2021;259030
DEA57;2022;258615
DEA58;2014;416240
DEA58;2015;413820
DEA58;2016;416171
DEA58;2017;414886
DEA58;2018;413383
DEA58;2019;412120
DEA58;2020;410222
DEA58;2021;408662
DEA58;2022;406793
DEA59;2014;134947
DEA59;2015;134759
DEA59;2016;136365
DEA59;2017;134983
DEA59;2018;134808
DEA59;2019;134775
DEA59;2020;133955
DEA59;2021;133362
DEA59;2022;133120
DEA5A;2014;274904
DEA5A;2015;275909
DEA5A;2016;280800
DEA5A;2017;277933
DEA5A;2018;277977
DEA5A;2019;278210
DEA5A;2020;276944
DEA5A;2021;275491
DEA5A;2022;274342
DEA5B;2014;294971
DEA5B;2015;296742
DEA5B;2016;302995
DEA5B;2017;301655
DEA5B;2018;301693
DEA5B;2019;301902
DEA5B;2020;301785
DEA5B;2021;301016
DEA5B;2022;302298
DEA5C;2014;391622
DEA5C;2015;391774
DEA5C;2016;396035
DEA5C;2017;393869
DEA5C;2018;393934
DEA5C;2019;394782
DEA5C;2020;394891
DEA5C;2021;393618
DEA5C;2022;393063
DEB;2014;3994366
DEB;2015;4011582
DEB;2016;4052803
DEB;2017;4066053
DEB;2018;4073679
DEB;2019;4084844
DEB;2020;4093903
DEB;2021;4098391
DEB;2022;4106485
DEB1;2014;1474378
DEB1;2015;1477202
DEB1;2016;1488308
DEB1;2017;1492187
DEB1;2018;1493055
DEB1;2019;1495885
DEB1;2020;1498223
DEB1;2021;1500830
DEB1;2022;1503189
DEB11;2014;110643
DEB11;2015;111434
DEB11;2016;112586
DEB11;2017;113605
DEB11;2018;113844
DEB11;2019;114024
DEB11;2020;114052
DEB11;2021;113388
DEB11;2022;113638
DEB12;2014;126102
DEB12;2015;126643
DEB12;2016;127770
DEB12;2017;128455
DEB12;2018;128914
DEB12;2019;129727
DEB12;2020;130086
DEB12;2021;130479
DEB12;2022;128146
DEB13;2014;128373
DEB13;2015;128228
DEB13;2016;129171
DEB13;2017;128961
DEB13;2018;128791
DEB13;2019;128705
DEB13;2020;128805
DEB13;2021;129087
DEB13;2022;129261
DEB14;2014;155297
DEB14;2015;155944
DEB14;2016;156821
DEB14;2017;157392
DEB14;2018;157549
DEB14;2019;158080
DEB14;2020;158345
DEB14;2021;158746
DEB14;2022;159402
DEB15;2014;80673
DEB15;2015;80591
DEB15;2016;80615
DEB15;2017;80799
DEB15;2018;80728
DEB15;2019;80720
DEB15;2020;80951
DEB15;2021;80830
DEB15;2022;80849
DEB17;2014;209785
DEB17;2015;210441
DEB17;2016;211925
DEB17;2017;212968
DEB17;2018;213554
DEB17;2019;214259
DEB17;2020;214434
DEB17;2021;214786
DEB17;2022;215446
DEB18;2014;179454
DEB18;2015;179317
DEB18;2016;180655
DEB18;2017;181537
DEB18;2018;181655
DEB18;2019;181941
DEB18;2020;182811
DEB18;2021;183131
DEB18;2022;184390
DEB1A;2014;121375
DEB1A;2015;121487
DEB1A;2016;123543
DEB1A;2017;122553
DEB1A;2018;122381
DEB1A;2019;122308
DEB1A;2020;122297
DEB1A;2021;122574
DEB1A;2022;122724
DEB1B;2014;198704
DEB1B;2015;199131
DEB1B;2016;200302
DEB1B;2017;201027
DEB1B;2018;201039
DEB1B;2019;201597
DEB1B;2020;201904
DEB1B;2021;202830
DEB1B;2022;203831
DEB1C;2014;62114
DEB1C;2015;62041
DEB1C;2016;62391
DEB1C;2017;61864
DEB1C;2018;61662
DEB1C;2019;61587
DEB1C;2020;61375
DEB1C;2021;61578
DEB1C;2022;61735
DEB1D;2014;101858
DEB1D;2015;101945
DEB1D;2016;102529
DEB1D;2017;103026
DEB1D;2018;102938
DEB1D;2019;102937
DEB1D;2020;103163
DEB1D;2021;103401
DEB1D;2022;103767
DEB2;2014;519136
DEB2;2015;521863
DEB2;2016;532715
DEB2;2017;528728
DEB2;2018;529597
DEB2;2019;531007
DEB2;2020;533113
DEB2;2021;534438
DEB2;2022;536772
DEB21;2014;107233
DEB21;2015;108472
DEB21;2016;114914
DEB21;2017;110111
DEB21;2018;110013
DEB21;2019;110636
DEB21;2020;111528
DEB21;2021;110674
DEB21;2022;110570
DEB22;2014;110643
DEB22;2015;110981
DEB22;2016;111828
DEB22;2017;112006
DEB22;2018;112134
DEB22;2019;112262
DEB22;2020;112483
DEB22;2021;112685
DEB22;2022;113194
DEB23;2014;96158
DEB23;2015;96408
DEB23;2016;97180
DEB23;2017;98021
DEB23;2018;98213
DEB23;2019;98561
DEB23;2020;99058
DEB23;2021;100055
DEB23;2022;100959
DEB24;2014;60765
DEB24;2015;60775
DEB24;2016;60794
DEB24;2017;60757
DEB24;2018;60705
DEB24;2019;60603
DEB24;2020;60646
DEB24;2021;60491
DEB24;2022;60882
DEB25;2014;144337
DEB25;2015;145227
DEB25;2016;147999
DEB25;2017;147833
DEB25;2018;148532
DEB25;2019;148945
DEB25;2020;149398
DEB25;2021;150533
DEB25;2022;151167
DEB3;2014;2000852
DEB3;2015;2012517
DEB3;2016;2031780
DEB3;2017;2045138
DEB3;2018;2051027
DEB3;2019;2057952
DEB3;2020;2062567
DEB3;2021;2063123
DEB3;2022;2066524
DEB31;2014;47332
DEB31;2015;47724
DEB31;2016;48363
DEB31;2017;48445
DEB31;2018;48417
DEB31;2019;48561
DEB31;2020;48762
DEB31;2021;48750
DEB31;2022;48773
DEB32;2014;97162
DEB32;2015;97382
DEB32;2016;98520
DEB32;2017;99302
DEB32;2018;99684
DEB32;2019;99845
DEB32;2020;100030
DEB32;2021;99662
DEB32;2022;99292
DEB33;2014;43825
DEB33;2015;44465
DEB33;2016;45362
DEB33;2017;46006
DEB33;2018;46292
DEB33;2019;46677
DEB33;2020;46881
DEB33;2021;46685
DEB33;2022;46919
DEB34;2014;161518
DEB34;2015;163832
DEB34;2016;164718
DEB34;2017;166621
DEB34;2018;168497
DEB34;2019;171061
DEB34;2020;172253
DEB34;2021;172557
DEB34;2022;172145
DEB35;2014;204268
DEB35;2015;206991
DEB35;2016;209779
DEB35;2017;213528
DEB35;2018;215110
DEB35;2019;217118
DEB35;2020;218578
DEB35;2021;217123
DEB35;2022;217556
DEB36;2014;52400
DEB36;2015;52564
DEB36;2016;52999
DEB36;2017;53209
DEB36;2018;53353
DEB36;2019;53148
DEB36;2020;53264
DEB36;2021;53306
DEB36;2022;53491
DEB37;2014;40101
DEB37;2015;40046
DEB37;2016;40125
DEB37;2017;40416
DEB37;2018;40632
DEB37;2019;40403
DEB37;2020;40231
DEB37;2021;40176
DEB37;2022;40054
DEB38;2014;49740
DEB38;2015;49855
DEB38;2016;50284
DEB38;2017;50551
DEB38;2018;50931
DEB38;2019;50378
DEB38;2020;50561
DEB38;2021;50741
DEB38;2022;50565
DEB39;2014;80296
DEB39;2015;81010
DEB39;2016;82102
DEB39;2017;82595
DEB39;2018;83081
DEB39;2019;83330
DEB39;2020;83542
DEB39;2021;83459
DEB39;2022;83850
DEB3A;2014;34084
DEB3A;2015;34011
DEB3A;2016;34260
DEB3A;2017;34428
DEB3A;2018;34270
DEB3A;2019;34209
DEB3A;2020;34193
DEB3A;2021;34001
DEB3A;2022;34091
DEB3B;2014;125213
DEB3B;2015;125998
DEB3B;2016;127274
DEB3B;2017;128197
DEB3B;2018;128519
DEB3B;2019;129244
DEB3B;2020;129687
DEB3B;2021;130715
DEB3B;2022;131330
DEB3C;2014;131041
DEB3C;2015;131530
DEB3C;2016;132203
DEB3C;2017;132960
DEB3C;2018;132739
DEB3C;2019;132660
DEB3C;2020;132671
DEB3C;2021;133004
DEB3C;2022;133206
DEB3D;2014;75192
DEB3D;2015;74962
DEB3D;2016;75230
DEB3D;2017;75203
DEB3D;2018;75102
DEB3D;2019;75101
DEB3D;2020;75325
DEB3D;2021;75539
DEB3D;2022;75569
DEB3E;2014;125434
DEB3E;2015;126266
DEB3E;2016;127303
DEB3E;2017;128205
DEB3E;2018;128477
DEB3E;2019;129075
DEB3E;2020;129013
DEB3E;2021;129006
DEB3E;2022;129313
DEB3F;2014;104117
DEB3F;2015;104288
DEB3F;2016;104966
DEB3F;2017;105504
DEB3F;2018;105649
DEB3F;2019;106057
DEB3F;2020;105979
DEB3F;2021;106320
DEB3F;2022;106853
DEB3G;2014;71098
DEB3G;2015;70883
DEB3G;2016;70997
DEB3G;2017;70899
DEB3G;2018;70764
DEB3G;2019;70526
DEB3G;2020;70219
DEB3G;2021;70105
DEB3G;2022;69949
DEB3H;2014;109026
DEB3H;2015;109735
DEB3H;2016;110526
DEB3H;2017;110885
DEB3H;2018;110622
DEB3H;2019;110356
DEB3H;2020;110521
DEB3H;2021;110783
DEB3H;2022;111279
DEB3I;2014;149068
DEB3I;2015;150051
DEB3I;2016;151546
DEB3I;2017;153043
DEB3I;2018;153629
DEB3I;2019;154201
DEB3I;2020;154609
DEB3I;2021;154754
DEB3I;2022;155050
DEB3J;2014;203338
DEB3J;2015;204514
DEB3J;2016;208749
DEB3J;2017;209184
DEB3J;2018;209785
DEB3J;2019;210889
DEB3J;2020;211417
DEB3J;2021;211525
DEB3J;2022;212420
DEB3K;2014;96599
DEB3K;2015;96410
DEB3K;2016;96474
DEB3K;2017;95957
DEB3K;2018;95474
DEB3K;2019;95113
DEB3K;2020;94831
DEB3K;2021;94912
DEB3K;2022;94819
DEC;2014;990718
DEC;2015;989035
DEC;2016;995597
DEC;2017;996651
DEC;2018;994187
DEC;2019;990509
DEC;2020;986887
DEC;2021;983991
DEC;2022;982348
DEC0;2014;990718
DEC0;2015;989035
DEC0;2016;995597
DEC0;2017;996651
DEC0;2018;994187
DEC0;2019;990509
DEC0;2020;986887
DEC0;2021;983991
DEC0;2022;982348
DEC01;2014;325978
DEC01;2015;325604
DEC01;2016;327380
DEC01;2017;329593
DEC01;2018;330150
DEC01;2019;329708
DEC01;2020;328714
DEC01;2021;327502
DEC01;2022;327284
DEC02;2014;103135
DEC02;2015;102987
DEC02;2016;103997
DEC02;2017;103908
DEC02;2018;103656
DEC02;2019;103366
DEC02;2020;103243
DEC02;2021;103471
DEC02;2022;103426
DEC03;2014;133222
DEC03;2015;133021
DEC03;2016;133735
DEC03;2017;133984
DEC03;2018;133297
DEC03;2019;132206
DEC03;2020;131408
DEC03;2021;131172
DEC03;2022;130847
DEC04;2014;195976
DEC04;2015;195632
DEC04;2016;197009
DEC04;2017;196609
DEC04;2018;195815
DEC04;2019;195201
DEC04;2020;194319
DEC04;2021;193732
DEC04;2022;193661
DEC05;2014;143851
DEC05;2015;143532
DEC05;2016;144584
DEC05;2017;144100
DEC05;2018;143402
DEC05;2019;142631
DEC05;2020;142196
DEC05;2021;141656
DEC05;2022;140960
DEC06;2014;88556
DEC06;2015;88259
DEC06;2016;88892
DEC06;2017;88457
DEC06;2018;87867
DEC06;2019;87397
DEC06;2020;87007
DEC06;2021;86458
DEC06;2022;86170
DED;2014;4046385
DED;2015;4055274
DED;2016;4084851
DED;2017;4081783
DED;2018;4081308
DED;2019;4077937
DED;2020;4071971
DED;2021;4056941
DED;2022;4043002
DED2;2014;1590927
DED2;2015;1592765
DED2;2016;1602754
DED2;2017;1600155
DED2;2018;1598573
DED2;2019;1598199
DED2;2020;1596566
DED2;2021;1589888
DED2;2022;1583267
DED21;2014;530754
DED21;2015;536308
DED21;2016;543825
DED21;2017;547172
DED21;2018;551072
DED21;2019;554649
DED21;2020;556780
DED21;2021;556227
DED21;2022;555351
DED2C;2014;308350
DED2C;2015;306570
DED2C;2016;306273
DED2C;2017;304691
DED2C;2018;302634
DED2C;2019;300880
DED2C;2020;299758
DED2C;2021;298010
DED2C;2022;296290
DED2D;2014;262168
DED2D;2015;260188
DED2D;2016;260000
DED2D;2017;258337
DED2D;2018;256587
DED2D;2019;254894
DED2D;2020;252725
DED2D;2021;250558
DED2D;2022;248273
DED2E;2014;243716
DED2E;2015;243745
DED2E;2016;245244
DED2E;2017;243889
DED2E;2018;242862
DED2E;2019;242165
DED2E;2020;241717
DED2E;2021;240371
DED2E;2022;239344
DED2F;2014;245939
DED2F;2015;245954
DED2F;2016;247412
DED2F;2017;246066
DED2F;2018;245418
DED2F;2019;245611
DED2F;2020;245586
DED2F;2021;244722
DED2F;2022;244009
DED4;2014;1468954
DED4;2015;1463341
DED4;2016;1465612
DED4;2017;1454144
DED4;2018;1444953
DED4;2019;1436445
DED4;2020;1426380
DED4;2021;1413730
DED4;2022;1402126
DED41;2014;242022
DED41;2015;243521
DED41;2016;248645
DED41;2017;246353
DED41;2018;246855
DED41;2019;247237
DED41;2020;246334
DED41;2021;244401
DED41;2022;243105
DED42;2014;351309
DED42;2015;349582
DED42;2016;347665
DED42;2017;344136
DED42;2018;340373
DED42;2019;337696
DED42;2020;334948
DED42;2021;331917
DED42;2022;328695
DED43;2014;314591
DED43;2015;312711
DED43;2016;312450
DED43;2017;310505
DED43;2018;308153
DED43;2019;306185
DED43;2020;304099
DED43;2021;301474
DED43;2022;299329
DED44;2014;233970
DED44;2015;232390
DED44;2016;232318
DED44;2017;231051
DED44;2018;229584
DED44;2019;227796
DED44;2020;225997
DED44;2021;223905
DED44;2022;221376
DED45;2014;327062
DED45;2015;325137
DED45;2016;324534
DED45;2017;322099
DED45;2018;319988
DED45;2019;317531
DED45;2020;315002
DED45;2021;312033
DED45;2022;309621
DED5;2014;986504
DED5;2015;999168
DED5;2016;1016485
DED5;2017;1027484
DED5;2018;1037782
DED5;2019;1043293
DED5;2020;1049025
DED5;2021;1053323
DED5;2022;1057609
DED51;2014;531562
DED51;2015;544479
DED51;2016;560472
DED51;2017;571088
DED51;2018;581980
DED51;2019;587857
DED51;2020;593145
DED51;2021;597493
DED51;2022;601866
DED52;2014;257596
DED52;2015;257647
DED52;2016;258408
DED52;2017;258333
DED52;2018;258008
DED52;2019;257763
DED52;2020;258139
DED52;2021;258386
DED52;2022;258214
DED53;2014;197346
DED53;2015;197042
DED53;2016;197605
DED53;2017;198063
DED53;2018;197794
DED53;2019;197673
DED53;2020;197741
DED53;2021;197444
DED53;2022;197529
DEE;2014;2244577
DEE;2015;2235548
DEE;2016;2245470
DEE;2017;2236252
DEE;2018;2223081
DEE;2019;2208321
DEE;2020;2194782
DEE;2021;2180684
DEE;2022;2169253
DEE0;2014;2244577
DEE0;2015;2235548
DEE0;2016;2245470
DEE0;2017;2236252
DEE0;2018;2223081
DEE0;2019;2208321
DEE0;2020;2194782
DEE0;2021;2180684
DEE0;2022;2169253
DEE01;2014;83616
DEE01;2015;83061
DEE01;2016;82919
DEE01;2017;82505
DEE01;2018;82111
DEE01;2019;81237
DEE01;2020;80103
DEE01;2021;79354
DEE01;2022;78731
DEE02;2014;231565
DEE02;2015;232470
DEE02;2016;236991
DEE02;2017;238005
DEE02;2018;239173
DEE02;2019;239257
DEE02;2020;238762
DEE02;2021;237865
DEE02;2022;238061
DEE03;2014;231021
DEE03;2015;232306
DEE03;2016;235723
DEE03;2017;238136
DEE03;2018;238478
DEE03;2019;238697
DEE03;2020;237565
DEE03;2021;235775
DEE03;2022;236188
DEE04;2014;86312
DEE04;2015;86071
DEE04;2016;86164
DEE04;2017;85236
DEE04;2018;84457
DEE04;2019;83765
DEE04;2020;83173
DEE04;2021;82687
DEE04;2022;81986
DEE05;2014;166828
DEE05;2015;165076
DEE05;2016;164817
DEE05;2017;163100
DEE05;2018;161264
DEE05;2019;159854
DEE05;2020;158486
DEE05;2021;157217
DEE05;2022;155900
DEE06;2014;91721
DEE06;2015;91359
DEE06;2016;91693
DEE06;2017;91345
DEE06;2018;90465
DEE06;2019;89928
DEE06;2020;89589
DEE06;2021;89403
DEE06;2022;89118
DEE07;2014;172955
DEE07;2015;172829
DEE07;2016;173473
DEE07;2017;172959
DEE07;2018;172619
DEE07;2019;171734
DEE07;2020;170923
DEE07;2021;170567
DEE07;2022;170106
DEE08;2014;184956
DEE08;2015;184055
DEE08;2016;184081
DEE08;2017;183174
DEE08;2018;181968
DEE08;2019;180190
DEE08;2020;178846
DEE08;2021;177590
DEE08;2022;176333
DEE09;2014;221043
DEE09;2015;219618
DEE09;2016;221366
DEE09;2017;219643
DEE09;2018;216299
DEE09;2019;214446
DEE09;2020;213310
DEE09;2021;210975
DEE09;2022;209117
DEE0A;2014;143246
DEE0A;2015;142054
DEE0A;2016;141408
DEE0A;2017;139781
DEE0A;2018;138013
DEE0A;2019;136249
DEE0A;2020;134942
DEE0A;2021;133690
DEE0A;2022;132317
DEE0B;2014;187690
DEE0B;2015;186510
DEE0B;2016;186431
DEE0B;2017;185951
DEE0B;2018;185494
DEE0B;2019;184582
DEE0B;2020;183815
DEE0B;2021;183434
DEE0B;2022;182814
DEE0C;2014;198715
DEE0C;2015;196750
DEE0C;2016;196695
DEE0C;2017;194575
DEE0C;2018;192739
DEE0C;2019;190560
DEE0C;2020;189125
DEE0C;2021;187457
DEE0C;2022;185495
DEE0D;2014;115471
DEE0D;2015;114668
DEE0D;2016;115262
DEE0D;2017;114393
DEE0D;2018;113186
DEE0D;2019;111982
DEE0D;2020;111190
DEE0D;2021;110485
DEE0D;2022;109746
DEE0E;2014;129438
DEE0E;2015;128721
DEE0E;2016;128447
DEE0E;2017;127449
DEE0E;2018;126815
DEE0E;2019;125840
DEE0E;2020;124953
DEE0E;2021;124185
DEE0E;2022;123341
DEF;2014;2815955
DEF;2015;2830864
DEF;2016;2858714
DEF;2017;2881926
DEF;2018;2889821
DEF;2019;2896712
DEF;2020;2903773
DEF;2021;2910875
DEF;2022;2922005
DEF0;2014;2815955
DEF0;2015;2830864
DEF0;2016;2858714
DEF0;2017;2881926
DEF0;2018;2889821
DEF0;2019;2896712
DEF0;2020;2903773
DEF0;2021;2910875
DEF0;2022;2922005
DEF01;2014;83971
DEF01;2015;84694
DEF01;2016;85942
DEF01;2017;87432
DEF01;2018;88519
DEF01;2019;89504
DEF01;2020;90164
DEF01;2021;89934
DEF01;2022;91113
DEF02;2014;241533
DEF02;2015;243148
DEF02;2016;246306
DEF02;2017;247441
DEF02;2018;247943
DEF02;2019;247548
DEF02;2020;246794
DEF02;2021;246601
DEF02;2022;246243
DEF03;2014;212958
DEF03;2015;214420
DEF03;2016;216253
DEF03;2017;216712
DEF03;2018;216318
DEF03;2019;217198
DEF03;2020;216530
DEF03;2021;215846
DEF03;2022;216277
DEF04;2014;77058
DEF04;2015;77588
